1869,1536221512830,1536221512988,"SHIFT",43,16,1263
1870,1536221512925,1536221513013,"D",43,68,95
1871,1536221512996,1536221513108,"o",43,79,71
1872,1536221513181,1536221513300,"c",43,67,185
1873,1536221513389,1536221513468,"t",43,84,208
1874,1536221513453,1536221513516,"o",43,79,64
1875,1536221513533,1536221513669,"r",43,82,80
1876,1536221513597,1536221513700,"s",43,83,64
1877,1536221513671,1536221513749," ",43,32,74
1878,1536221513861,1536221513972,"g",43,71,190
1879,1536221513949,1536221514061,"a",43,65,88
1880,1536221514253,1536221514380,"v",43,86,304
1881,1536221514308,1536221514428,"e",43,69,55
1882,1536221514717,1536221514824," ",43,32,409
1883,1536221514965,1536221515044,"h",43,72,248
1884,1536221515029,1536221515116,"i",43,73,64
1885,1536221515165,1536221515269,"m",43,77,136
1886,1536221515237,1536221515324," ",43,32,72
1887,1536221515292,1536221515421,"1",43,49,55
1888,1536221515373,1536221515476,"0",43,48,81
1889,1536221515437,1536221515540," ",43,32,64
1890,1536221515589,1536221515675,"y",43,89,152
1891,1536221515669,1536221515828,"e",43,69,80
1892,1536221515791,1536221515964,"a",43,65,122
1893,1536221515941,1536221516124,"r",43,82,150
1894,1536221516045,1536221516172,"s",43,83,104
1895,1536221516109,1536221516188," ",43,32,64
1896,1536221516269,1536221516340,"o",43,79,48
1897,1536221516221,1536221516342,"t",43,84,112
1898,1536221516324,1536221516395," ",43,32,55
1899,1536221516501,1536221516612,"l",43,76,177
1900,1536221516573,1536221516676,"i",43,73,72
1901,1536221516693,1536221516828,"v",43,86,120
1902,1536221516748,1536221516876,"e",43,69,55
1903,1536221516853,1536221516964," ",43,32,105
1904,1536221517005,1536221517147,"a",43,65,152
1905,1536221517060,1536221517172,"t",43,84,55
1906,1536221517093,1536221517188," ",43,32,33
1907,1536221517261,1536221517420,"m",43,77,168
1908,1536221517341,1536221517460,"o",43,79,80
1909,1536221517468,1536221517612,"s",43,83,127
1910,1536221517541,1536221517635,"t",43,84,73
1911,1536221517629,1536221517683,".",43,190,88
